;Species;Gene;GeneName;Ala;Arg;Asn;Asp;Cys;Gln;Glu;Gly;His;Ile;Leu;Lys;Met;Phe;Pro;Ser;Thr;Trp;Tyr;Val
4982;Devosia_naphthalenivorans;COX1;cbb3-type cytochrome c oxidase subunit I;48;17;11;17;5;8;10;48;11;37;58;4;21;49;28;23;24;17;15;42
4983;Aminobacter_lissarensis;COX1;cytochrome c oxidase subunit I;53;16;8;11;2;10;9;44;10;34;57;2;23;47;29;16;18;15;16;35
4984;Neorhizobium_alkalisoli;COX1;cytochrome c oxidase subunit I;48;14;9;14;3;6;12;43;9;41;44;6;21;52;31;22;14;16;10;36
4985;Phreatobacter_cathodiphilus;COX1;cytochrome c oxidase subunit I;53;21;9;10;3;5;9;48;13;31;64;5;28;50;31;26;21;17;13;44
4986;Tistrella_mobilis;COX1;cytochrome c oxidase subunit I;51;15;7;14;3;8;9;42;12;34;55;3;19;50;30;16;23;16;14;35
4987;Skermanella_aerolata;COX1;cytochrome c oxidase subunit I;48;18;12;11;2;9;15;48;9;34;62;3;18;45;35;21;22;17;19;48
4989;Paracoccus_sediminis;COX1;cytochrome c oxidase subunit I;49;20;4;12;2;8;9;49;16;25;65;2;32;47;30;31;27;13;16;41
4990;Roseivivax_isoporae;COX1;cytochrome c oxidase subunit I;47;19;9;17;2;8;13;47;10;36;56;6;24;48;35;28;21;19;16;34
4991;Ensifer_sesbaniae;COX1;cytochrome c oxidase subunit I;54;18;10;16;2;11;10;46;11;44;60;3;21;49;32;21;18;16;14;35
4992;Jannaschia_formosa;COX1;cytochrome c oxidase subunit I;58;21;6;11;3;7;10;49;14;33;69;2;18;45;30;18;31;19;14;44
4993;Loktanella_fryxellensis;COX1;cytochrome c oxidase subunit I;54;22;8;13;1;8;9;49;13;36;65;2;28;42;30;23;25;20;12;41
4994;Georhizobium_profundi;COX1;cytochrome c oxidase subunit I;54;17;4;14;1;8;8;44;18;32;62;5;25;51;31;24;27;14;15;47
4995;Salipiger_bermudensis;COX1;cytochrome c oxidase subunit I;43;12;8;13;4;8;9;45;11;33;55;5;21;47;28;27;17;17;13;36
4996;Sphingomonas_pituitosa;COX1;cbb3-type cytochrome c oxidase subunit I;53;18;12;14;1;10;9;43;10;31;73;3;19;45;33;26;22;16;15;36
4997;Natronohydrobacter_thiooxidans;COX1;cytochrome c oxidase subunit I;52;20;6;14;2;7;11;45;14;30;69;4;30;44;32;19;33;18;12;37
4998;Devosia_submarina;COX1;cytochrome c oxidase subunit I;50;16;11;14;5;9;10;48;10;39;58;6;18;49;29;23;24;16;15;41
4999;Rhizobium_wuzhouense;COX1;cytochrome c oxidase subunit I;55;20;6;11;1;9;12;42;16;37;63;4;25;48;34;26;20;14;17;37
5000;Paracoccus_aerius;COX1;cytochrome c oxidase subunit I;51;23;7;14;1;8;9;51;15;34;65;3;34;44;26;22;23;19;12;38
5001;Sphingomonas_indica;COX1;cbb3-type cytochrome c oxidase subunit I;54;18;9;10;1;9;10;42;9;28;60;2;28;46;29;19;26;14;16;42
5002;Methylocystis_rosea;COX1;cytochrome c oxidase subunit I;60;16;6;11;2;8;10;45;14;35;70;4;22;48;32;24;25;19;15;36
5003;Ensifer_psoraleae;COX1;cbb3-type cytochrome c oxidase subunit I;53;18;9;14;2;10;11;46;10;36;59;3;25;53;31;22;19;17;15;38
5004;Sphingomonas_jejuensis;COX1;cbb3-type cytochrome c oxidase subunit I;50;19;15;14;2;8;10;45;10;29;69;4;19;44;30;22;24;19;15;41
5005;Roseivivax_halodurans;COX1;cytochrome c oxidase subunit I;44;17;9;13;5;8;15;43;10;35;54;9;27;47;33;25;20;18;16;40
5006;Loktanella_ponticola;COX1;cytochrome c oxidase subunit I;51;19;7;10;2;7;11;50;17;44;63;4;21;50;31;21;34;17;16;33
5007;Pelagovum_pacificum;COX1;cytochrome c oxidase subunit I;46;18;10;15;3;8;11;46;10;39;60;8;23;47;36;25;19;18;14;37
5008;Aureimonas_jatrophae;COX1;cbb3-type cytochrome c oxidase subunit I;46;16;7;13;4;8;9;44;9;32;55;3;20;48;31;21;23;16;18;43
5009;Oceanicola_granulosus;COX1;cytochrome c oxidase subunit I;55;22;10;15;2;7;15;45;10;37;60;7;23;45;36;27;19;20;18;39
5010;Haematobacter_massiliensis;COX1;cytochrome c oxidase subunit I;51;19;4;12;1;5;9;43;14;29;62;3;25;46;28;21;24;12;15;38
5011;Sphingomonas_gilva;COX1;cbb3-type cytochrome c oxidase subunit I;48;15;9;9;1;10;9;44;9;29;63;3;26;43;28;20;23;15;15;40
5012;Paracoccus_sediminilitoris;COX1;cytochrome c oxidase subunit I;46;16;5;10;1;9;8;42;16;38;55;4;23;44;25;24;27;16;12;34
5013;Acuticoccus_kandeliae;COX1;cytochrome c oxidase subunit I;56;17;7;7;2;10;12;47;13;35;68;6;23;49;28;29;29;17;15;29
5014;Roseovarius_nubinhibens;COX1;cytochrome c oxidase subunit I;57;16;6;12;1;7;9;48;15;35;65;4;20;47;30;25;30;19;15;41
5015;Roseomonas_oryzae;COX1;cytochrome c oxidase subunit I;55;21;8;10;1;6;12;47;13;34;69;5;24;46;29;28;24;19;16;32
5016;Carideicomes_alvinocaridis;COX1;cbb3-type cytochrome c oxidase subunit I;56;16;13;13;3;9;10;46;13;25;72;8;27;45;30;27;29;16;15;39
5017;Pelagivirga_sediminicola;COX1;cytochrome c oxidase subunit I;53;19;10;16;2;7;14;47;10;33;56;6;24;50;35;20;22;19;14;39
5018;Neorhizobium_tomejilense;COX1;cytochrome c oxidase subunit I;55;16;11;15;2;10;14;46;9;39;51;5;23;57;30;20;18;18;13;38
5019;Rhizobium_rosettiformans;COX1;cytochrome c oxidase subunit I;53;20;6;11;2;9;12;43;18;34;60;5;26;48;34;23;23;14;16;42
5020;Roseomonas_rhizosphaerae;COX1;cytochrome c oxidase subunit I;57;21;10;15;3;5;9;48;9;33;65;4;19;43;34;21;24;20;17;40
5021;Paracoccus_aestuariivivens;COX1;cytochrome c oxidase subunit I;49;20;9;16;4;7;13;48;14;31;63;7;21;43;34;22;23;19;14;44
5022;Cereibacter_changlensis;COX1;cytochrome c oxidase subunit I;47;19;8;17;4;8;10;45;10;34;58;8;25;45;35;26;20;19;15;40
5023;Salipiger_aestuarii;COX1;cbb3-type cytochrome c oxidase subunit I;49;13;11;12;6;8;11;45;10;29;60;4;22;47;26;22;18;18;13;42
5024;Oceanicola_litoreus;COX1;cytochrome c oxidase subunit I;45;18;7;11;2;7;12;42;9;27;55;5;23;49;30;23;19;17;14;39
5025;Tropicimonas_isoalkanivorans;COX1;cytochrome c oxidase subunit I;48;22;9;15;2;9;14;49;10;39;57;4;20;48;36;26;25;19;16;44
5026;Limimaricola_soesokkakensis;COX1;cytochrome c oxidase subunit I;56;19;7;12;1;8;10;47;15;38;63;5;24;45;31;28;31;18;17;38
5027;Sphingomonas_sanxanigenens;COX1;cytochrome c oxidase subunit I;59;20;8;10;1;7;10;47;13;35;74;5;24;44;33;26;22;17;16;32
5028;Aureimonas_altamirensis;COX1;cytochrome c oxidase subunit I;47;16;8;14;4;8;9;41;9;36;58;2;16;48;32;21;25;16;18;38
5029;Roseovarius_confluentis;COX1;cytochrome c oxidase subunit I;50;19;6;11;2;7;12;46;17;33;62;4;24;48;31;22;33;17;14;44
5030;Paracoccus_marinus;COX1;cytochrome c oxidase subunit I;54;21;8;13;5;5;13;43;12;28;65;3;20;47;32;26;25;19;10;44
5031;Marivivens_donghaensis;COX1;cbb3-type cytochrome c oxidase subunit I;42;14;8;13;4;7;9;44;12;30;56;6;19;47;29;28;17;17;12;42
5032;Salinihabitans_flavidus;COX1;cytochrome c oxidase subunit I;54;16;6;10;3;8;14;49;19;42;65;5;21;45;31;21;30;17;15;37
5033;Paracoccus_haematequi;COX1;cytochrome c oxidase subunit I;53;24;7;12;1;6;11;54;15;32;70;2;34;42;28;19;24;19;11;37
5034;Salinarimonas_ramus;COX1;cytochrome c oxidase subunit I;50;17;12;14;4;10;10;48;10;32;61;5;17;48;35;21;22;16;16;47
5036;Rhizobium_glycinendophyticum;COX1;cytochrome c oxidase subunit I;50;23;7;11;1;10;12;41;16;33;61;4;26;51;34;28;23;14;16;40
5037;Roseomonas_deserti;COX1;cytochrome c oxidase subunit I;57;21;7;10;2;9;12;47;15;31;76;4;25;44;33;24;19;19;16;36
5038;Rhizobium_soli;COX1;cytochrome c oxidase subunit I;51;16;9;10;1;7;11;45;16;36;59;5;29;52;32;26;25;14;16;41
5039;Sphingobium_ummariense;COX1;cbb3-type cytochrome c oxidase subunit I;46;13;9;9;1;10;9;43;11;29;54;3;28;47;28;19;28;15;17;41
5040;Agrobacterium_larrymoorei;COX1;cytochrome c oxidase subunit I;53;21;7;11;1;11;9;46;16;35;64;3;29;50;33;27;26;14;16;31
5041;Aquabacter_spiritensis;COX1;cytochrome c oxidase subunit I;54;17;12;12;1;11;10;49;12;28;71;3;25;47;27;20;22;16;16;39
5042;Aminobacter_aganoensis;COX1;cytochrome c oxidase subunit I;60;16;11;16;2;8;8;46;11;38;57;5;22;48;32;19;19;18;14;41
5043;Agaricicola_taiwanensis;COX1;cytochrome c oxidase subunit I;50;22;7;8;1;8;14;49;16;36;67;2;25;46;31;22;25;16;16;40
5044;Sphingomonas_olei;COX1;cbb3-type cytochrome c oxidase subunit I;49;18;9;9;2;8;8;42;10;28;57;1;27;47;27;20;29;14;18;40
5045;Jannaschia_seosinensis;COX1;cytochrome c oxidase subunit I;46;17;7;13;4;9;11;51;15;29;63;4;23;52;29;21;31;19;16;42
5046;Citreimonas_salinaria;COX1;cytochrome c oxidase subunit I;48;20;7;10;3;8;12;52;17;31;64;3;23;49;31;20;34;18;16;42
5047;Rhizobium_pseudoryzae;COX1;cytochrome c oxidase subunit I;53;18;11;11;1;7;10;42;16;37;64;5;29;49;34;29;24;14;17;36
5048;Neorhizobium_galegae;COX1;cytochrome c oxidase subunit I;55;17;11;15;2;10;13;47;9;41;50;4;23;56;30;21;17;18;13;38
5049;Paracoccus_yeei;COX1;cbb3-type cytochrome c oxidase subunit I;59;22;4;12;2;7;9;51;16;28;69;2;28;43;35;21;29;15;13;38
5050;Yoonia_vestfoldensis;COX1;cytochrome c oxidase subunit I;47;17;8;13;3;8;10;45;17;43;61;6;23;51;29;25;32;18;15;37
5051;Asticcacaulis_benevestitus;COX1;cbb3-type cytochrome c oxidase subunit I, partial;36;11;12;9;2;5;7;34;8;31;43;5;24;28;15;15;22;10;12;27
5052;Devosia_ginsengisoli;COX1;cytochrome c oxidase subunit I;53;16;11;13;5;8;11;49;10;37;61;5;17;50;30;20;23;16;14;42
5053;Limimaricola_pyoseonensis;COX1;cytochrome c oxidase subunit I;49;21;9;14;3;10;16;48;10;41;57;7;23;48;35;22;25;22;17;37
5054;Paracoccus_ravus;COX1;cytochrome c oxidase subunit I;49;21;10;16;4;6;13;49;12;34;60;5;25;43;33;25;21;19;14;42
5055;Paracoccus_sanguinis;COX1;cytochrome c oxidase subunit I;61;21;7;9;1;8;12;48;15;39;58;1;27;43;31;22;29;21;12;39
5056;Limimaricola_hongkongensis;COX1;cytochrome c oxidase subunit I;50;18;10;12;1;9;13;45;11;41;55;7;23;47;33;22;23;20;15;38
5057;Cereibacter_changlensis;COX1;cytochrome c oxidase subunit I;56;22;7;12;2;9;13;46;17;35;64;4;24;43;31;26;31;18;15;43
5058;Palleronia_abyssalis;COX1;cbb3-type cytochrome c oxidase subunit I;49;21;11;19;3;10;11;48;11;35;59;6;26;46;35;27;19;20;17;40
5059;Celeribacter_manganoxidans;COX1;cytochrome c oxidase subunit I;47;19;10;16;3;7;13;46;10;38;51;6;29;43;34;25;22;19;16;39
5060;Limimaricola_variabilis;COX1;cytochrome c oxidase subunit I;60;18;6;12;1;8;9;49;17;38;59;4;26;47;30;22;32;19;17;39
5061;Sulfitobacter_noctilucae;COX1;cbb3-type cytochrome c oxidase subunit I;50;15;4;11;3;7;12;50;19;40;67;6;23;45;28;24;35;17;16;36
5062;Rhizobium_pseudoryzae;COX1;cytochrome c oxidase subunit I;49;13;8;15;2;10;9;44;10;37;46;6;23;53;31;18;17;15;10;36
5063;Lutimaribacter_pacificus;COX1;cytochrome c oxidase subunit I;58;17;11;13;5;6;15;47;12;34;61;4;19;47;32;24;20;19;14;37
5064;Maribius_pelagius;COX1;cbb3-type cytochrome c oxidase subunit I;46;20;13;14;3;5;14;47;10;30;56;6;27;50;31;24;18;19;14;43
5065;Sulfitobacter_pseudonitzschiae;COX1;cytochrome c oxidase subunit I;51;20;8;13;3;8;14;47;10;28;58;5;24;52;34;23;21;16;16;42
5066;Loktanella_atrilutea;COX1;cytochrome c oxidase subunit I;45;19;12;18;3;9;13;48;10;30;55;10;29;48;32;24;21;20;19;46
5067;Marinovum_algicola;COX1;cytochrome c oxidase subunit I;60;19;6;10;1;8;10;48;15;33;63;2;24;48;29;20;34;18;15;39
5068;Tranquillimonas_alkanivorans;COX1;cytochrome c oxidase subunit I;54;19;11;11;4;8;15;50;10;29;58;3;21;46;32;20;21;18;19;47
5069;Salipiger_mucosus;COX1;cytochrome c oxidase subunit I;46;14;11;14;4;8;10;45;11;28;60;5;20;49;31;25;20;18;13;41
5070;Ahrensia_marina;COX1;cytochrome c oxidase subunit I;45;17;11;14;3;9;14;47;11;32;60;8;25;48;36;27;25;18;22;43
5071;Paracoccus_zeaxanthinifaciens;COX1;cytochrome c oxidase subunit I;57;19;8;11;1;10;10;45;17;41;59;4;26;46;32;29;28;19;13;38
5072;Limimaricola_cinnabarinus;COX1;cytochrome c oxidase subunit I;47;15;5;9;1;9;8;45;15;36;55;4;21;44;25;20;29;17;15;35
5073;Kandeliimicrobium_roseum;COX1;cbb3-type cytochrome c oxidase subunit I;48;19;11;17;3;8;9;48;10;33;53;7;28;48;31;21;18;19;16;43
5074;Citreimonas_salinaria;COX1;cbb3-type cytochrome c oxidase subunit I;50;18;9;9;4;8;16;48;10;33;57;5;23;51;36;19;21;17;18;44
5075;Paracoccus_indicus;COX1;cytochrome c oxidase subunit I;55;19;8;11;2;9;10;45;17;41;59;4;26;45;33;28;29;19;13;40
5076;Microvirga_guangxiensis;COX1;cytochrome c oxidase subunit I;37;13;7;11;1;6;9;47;14;33;65;6;22;45;25;23;24;16;13;37
5077;Pseudooceanicola_nanhaiensis;COX1;cytochrome c oxidase subunit I;58;20;8;12;2;9;9;45;15;35;64;3;24;47;28;24;28;19;15;39
5078;Rubellimicrobium_roseum;COX1;cytochrome c oxidase subunit I;52;20;7;11;1;9;14;46;16;39;63;3;21;40;29;24;31;19;15;48
5079;Sulfitobacter_delicatus;COX1;cytochrome c oxidase subunit I;44;13;7;11;2;7;11;44;9;34;56;8;23;47;30;21;21;16;15;35
5080;Limimaricola_soesokkakensis;COX1;cytochrome c oxidase subunit I;48;17;9;13;1;8;15;45;11;41;54;7;25;47;32;23;23;20;15;39
5081;Roseivivax_pacificus;COX1;cytochrome c oxidase subunit I;50;15;12;17;5;8;12;45;13;26;60;4;22;48;28;24;20;20;13;49
5083;Sphingomonas_jeddahensis;COX1;cbb3-type cytochrome c oxidase subunit I;51;15;10;9;2;8;8;42;10;27;59;2;28;48;27;21;28;14;17;37
5084;Profundibacterium_mesophilum;COX1;cytochrome c oxidase subunit I;42;14;6;11;1;7;10;42;9;32;49;6;26;43;29;25;20;14;16;34
5085;Paraphaeobacter_pallidus;COX1;cbb3-type cytochrome c oxidase subunit I;44;13;9;13;5;7;10;43;12;29;56;5;21;46;25;28;18;17;14;41
5086;Microvirga_massiliensis;COX1;cytochrome c oxidase subunit I;49;17;9;10;1;6;13;53;13;37;67;5;23;43;30;28;25;18;15;41
5087;Pseudooceanicola_nanhaiensis;COX1;cytochrome c oxidase subunit I;45;21;8;16;4;7;13;47;10;35;59;6;24;48;34;26;19;18;15;38
5088;Pseudoroseicyclus_aestuarii;COX1;cytochrome c oxidase subunit I;50;18;7;11;2;8;11;50;15;37;58;4;26;49;30;17;34;17;15;43
5089;Salipiger_marinus;COX1;cbb3-type cytochrome c oxidase subunit I;43;14;9;13;4;6;11;44;12;32;57;5;20;48;27;24;18;17;11;41
5090;Roseomonas_pecuniae;COX1;cbb3-type cytochrome c oxidase subunit I, partial;33;10;10;8;2;5;7;31;8;29;32;6;26;29;14;18;25;11;16;35
5091;Microvirga_lotononidis;COX1;cytochrome c oxidase subunit I;52;18;10;12;1;7;10;52;13;33;70;4;24;40;29;22;26;18;16;44
5092;Sulfitobacter_dubius;COX1;cytochrome c oxidase subunit I;43;14;7;11;3;7;12;43;9;32;58;7;22;46;30;22;20;16;15;37
5093;Devosia_psychrophila;COX1;cytochrome c oxidase subunit I;51;14;13;12;5;9;11;48;10;37;62;6;16;49;30;23;23;16;14;40
5094;Sphingomonas_solaris;COX1;cbb3-type cytochrome c oxidase subunit I;49;16;8;13;3;8;7;44;10;26;70;4;19;44;27;24;24;13;17;39
5095;Rhodobacter_megalophilus;COX1;cytochrome c oxidase subunit I;56;21;6;10;2;8;14;48;14;33;63;2;24;40;28;23;31;19;15;45
5096;Pseudaminobacter_arsenicus;COX1;cytochrome c oxidase subunit I;54;14;9;13;2;11;8;43;11;41;55;4;24;52;28;19;15;15;13;34
5097;Rhodobacter_sphaeroides;COX1;cytochrome c oxidase subunit I;56;22;6;10;1;8;14;48;14;33;63;2;24;40;28;23;31;19;15;45
5098;Limimaricola_variabilis;COX1;cytochrome c oxidase subunit I;48;18;10;13;1;8;14;46;11;38;58;6;23;46;32;23;23;20;15;40
5099;Tranquillimonas_alkanivorans;COX1;cbb3-type cytochrome c oxidase subunit I;44;13;9;14;2;7;13;44;10;30;56;4;24;47;29;21;21;15;15;37
5100;Rhodobacter_johrii;COX1;cytochrome c oxidase subunit I;57;22;6;11;1;8;13;48;14;34;63;2;24;40;28;23;31;19;15;43
5101;Tabrizicola_piscis;COX1;cbb3-type cytochrome c oxidase subunit I;58;19;9;9;2;7;12;46;13;39;60;1;25;41;28;23;32;19;13;46
5102;Rhodobacter_sediminicola;COX1;cytochrome c oxidase subunit I;56;22;6;11;1;9;12;48;14;34;66;2;24;42;29;24;30;19;15;38
5103;Citreimonas_salinaria;COX1;cbb3-type cytochrome c oxidase subunit I;49;18;8;12;4;8;16;47;10;35;57;6;23;51;36;19;19;17;18;43
5104;Sulfitobacter_indolifex;COX1;cytochrome c oxidase subunit I;46;14;7;11;3;7;12;42;9;33;57;7;21;46;30;20;20;16;15;38
5105;Silicimonas_algicola;COX1;cytochrome c oxidase subunit I;49;15;8;13;5;7;12;54;12;35;65;4;16;49;27;21;24;17;14;38
5106;Pacificimonas_flava;COX1;cbb3-type cytochrome c oxidase subunit I;53;14;12;13;1;9;11;48;11;36;56;5;25;50;26;20;27;16;16;43
5107;Rubellimicrobium_roseum;COX1;cbb3-type cytochrome c oxidase subunit I;51;17;8;11;3;8;12;48;9;24;59;1;21;46;30;22;19;17;15;44
5108;Novosphingobium_marinum;COX1;cbb3-type cytochrome c oxidase subunit I;55;12;10;11;0;11;13;48;11;37;53;7;27;47;27;20;22;18;15;48
5109;Wenxinia_marina;COX1;cbb3-type cytochrome c oxidase subunit I;59;20;12;14;2;5;8;46;16;21;69;6;31;41;25;23;29;17;13;41
5110;Rubellimicrobium_mesophilum;COX1;cbb3-type cytochrome c oxidase subunit I;47;15;9;11;2;7;14;51;10;23;60;7;23;46;34;25;21;19;14;50
5111;Thalassorhabdomicrobium_marinisediminis;COX1;cytochrome c oxidase subunit I;43;15;7;12;2;8;12;44;9;27;54;6;25;48;30;22;19;16;15;40
5112;Alkalilacustris_brevis;COX1;cytochrome c oxidase subunit I;55;19;7;10;2;8;14;47;14;35;66;4;30;42;33;15;32;18;14;34
5113;Acidocella_facilis;COX1;cbb3-type cytochrome c oxidase subunit I;50;14;16;12;3;7;12;47;11;31;58;9;27;47;27;22;39;21;16;47
5114;Poseidonocella_pacifica;COX1;cytochrome c oxidase subunit I;49;16;10;16;5;7;11;46;11;32;64;7;24;48;31;26;19;19;13;36
5115;Acidocella_aminolytica;COX1;cbb3-type cytochrome c oxidase subunit I;48;15;14;12;3;7;10;48;12;31;58;9;31;45;26;23;38;21;17;48
5116;Croceicoccus_marinus;COX1;cytochrome c oxidase subunit I;58;20;6;9;2;11;12;49;13;37;60;4;26;44;32;20;27;17;16;36
5117;Pelagibacterium_montanilacus;COX1;cytochrome c oxidase subunit I;47;16;6;8;2;7;10;40;14;32;58;6;23;46;29;19;22;13;16;42
5118;Paracoccus_alcaliphilus;COX1;cytochrome c oxidase subunit I;49;15;7;9;3;7;9;43;13;30;62;4;32;42;28;19;23;16;11;32
5119;Siccirubricoccus_deserti;COX1;cbb3-type cytochrome c oxidase subunit I;53;18;8;8;2;5;12;43;10;31;62;2;18;44;32;15;24;13;15;33
5120;Paracoccus_siganidrum;COX1;cytochrome c oxidase subunit I;57;23;8;10;3;6;10;52;15;29;69;2;30;42;28;20;23;19;12;41
5121;Limoniibacter_endophyticus;COX1;cytochrome c oxidase subunit I;51;19;7;7;1;8;12;46;18;33;67;6;28;48;33;25;21;14;18;35
5122;Bartonella_apis;COX1;cbb3-type cytochrome c oxidase subunit I;47;8;21;11;4;9;10;32;9;43;65;17;19;54;23;37;24;12;7;37
5123;Enterovirga_rhinocerotis;COX1;cytochrome c oxidase subunit I;47;21;9;8;2;6;9;52;14;28;73;3;30;43;33;25;22;20;16;40
5124;Salipiger_marinus;COX1;cytochrome c oxidase subunit I;52;16;8;10;1;8;11;49;14;31;70;6;25;45;31;27;28;18;13;36
5125;Geminicoccus_roseus;COX1;cytochrome c oxidase subunit I;48;19;9;9;1;6;12;52;17;35;67;3;24;50;32;22;23;17;17;44
5126;Sagittula_marina;COX1;cbb3-type cytochrome c oxidase subunit I;43;13;8;13;4;8;11;44;10;28;58;4;23;48;27;25;18;17;11;39
5127;Wenxinia_saemankumensis;COX1;cbb3-type cytochrome c oxidase subunit I;54;19;10;10;5;7;11;53;15;24;68;5;28;45;27;22;33;16;13;39
5128;Palleronia_marisminoris;COX1;cytochrome c oxidase subunit I;51;18;5;10;2;8;12;51;16;37;66;4;20;49;29;21;32;17;16;38
5129;Falsigemmobacter_faecalis;COX1;cytochrome c oxidase subunit I;62;15;7;10;2;7;11;46;14;29;69;7;34;47;29;21;25;19;11;30
5130;Paracoccus_subflavus;COX1;cytochrome c oxidase subunit I;59;23;7;12;3;6;9;52;14;35;72;2;31;39;28;18;24;18;11;35
5131;Rubellimicrobium_rubrum;COX1;cytochrome c oxidase subunit I;61;18;11;10;1;6;12;44;14;33;58;3;23;38;28;17;32;19;17;54
5132;Gemmobacter_intermedius;COX1;cytochrome c oxidase subunit I;50;14;6;8;2;6;9;44;13;28;66;6;29;44;26;25;24;16;11;27
5133;Paracoccus_marcusii;COX1;cytochrome c oxidase subunit I, partial;55;20;9;13;3;7;9;48;14;32;66;2;29;43;29;22;25;21;12;40
5135;Paracoccus_haeundaensis;COX1;cytochrome c oxidase subunit I;54;20;9;13;3;7;9;48;14;32;66;2;29;43;29;22;25;21;12;41
5136;Paracoccus_acridae;COX1;cytochrome c oxidase subunit I;51;17;11;10;2;6;13;50;13;39;62;3;29;39;28;25;27;18;14;47
5137;Paracoccus_hibiscisoli;COX1;cytochrome c oxidase subunit I;52;23;9;14;3;8;8;47;14;32;63;2;33;44;29;22;25;20;12;39
5138;Oceanicola_granulosus;COX1;cytochrome c oxidase subunit I;57;18;6;11;1;8;9;50;15;38;60;4;26;46;31;22;31;19;16;40
5139;Paracoccus_salipaludis;COX1;cbb3-type cytochrome c oxidase subunit I;48;17;10;10;1;6;13;52;13;39;59;4;30;40;28;27;27;18;15;47
5140;Xinfangfangia_soli;COX1;cbb3-type cytochrome c oxidase subunit I;58;20;8;10;0;10;12;50;12;32;65;0;23;40;30;21;29;18;15;49
5142;Paracoccus_aeridis;COX1;cbb3-type cytochrome c oxidase subunit I;51;18;11;10;1;6;13;52;13;42;61;3;29;41;27;24;25;18;14;45
5143;Paracoccus_luteus;COX1;cytochrome c oxidase subunit I;53;17;8;11;1;10;10;49;13;37;54;4;25;42;30;27;28;19;15;52
5144;Paracoccus_aestuarii;COX1;cytochrome c oxidase subunit I;49;21;8;15;3;9;9;48;14;33;65;3;30;44;29;22;28;20;12;37
5145;Tabrizicola_aquatica;COX1;cbb3-type cytochrome c oxidase subunit I;57;19;12;8;0;8;12;49;13;35;67;1;21;40;29;19;28;19;15;46
5146;Paracoccus_tibetensis;COX1;cytochrome c oxidase subunit I;50;19;9;12;3;9;10;47;14;32;64;3;31;44;30;19;26;21;13;43
5147;Paracoccus_liaowanqingii;COX1;cytochrome c oxidase subunit I;54;20;7;10;2;7;11;48;14;33;68;3;29;44;29;23;27;19;14;37
5148;Paracoccus_gahaiensis;COX1;cytochrome c oxidase subunit I;54;20;7;10;2;7;11;48;14;34;68;3;29;43;29;24;26;20;13;37
5149;Gemmobacter_lanyuensis;COX1;cbb3-type cytochrome c oxidase subunit I;63;20;6;8;0;10;13;48;13;37;65;0;24;40;30;19;26;19;14;45
5150;Bradyrhizobium_cytisi;COX1;cbb3-type cytochrome c oxidase subunit I, partial;30;9;8;5;3;9;7;25;7;16;39;4;16;21;14;18;14;9;11;24
5151;Asticcacaulis_benevestitus;COX1;cbb3-type cytochrome c oxidase subunit I, partial;30;7;8;9;1;6;5;21;6;27;30;4;18;22;14;16;18;7;12;23
5152;Falsirhodobacter_deserti;COX1;cbb3-type cytochrome c oxidase subunit I;73;17;4;9;4;7;7;42;7;22;78;2;17;19;21;17;20;11;4;19
5153;Bartonella_tamiae;COX1;cbb3-type cytochrome c oxidase subunit I;32;9;16;8;3;8;7;34;10;50;75;13;20;48;20;44;18;14;20;22
5154;Aureimonas_phyllosphaerae;COX1;cbb3-type cytochrome c oxidase subunit I, partial;23;7;11;8;4;5;5;27;7;21;33;6;16;24;15;20;19;7;11;21
5155;Tranquillimonas_alkanivorans;COX1;cbb3-type cytochrome c oxidase subunit I;24;7;6;4;1;3;3;28;9;19;27;4;15;27;21;16;18;14;10;30
5156;Methyloceanibacter_marginalis;COX1;cbb3-type cytochrome c oxidase subunit I, partial;21;6;5;4;1;1;2;14;6;5;11;2;4;17;9;5;10;7;9;14
5157;Marinibacterium_profundimaris;COX1;cbb3-type cytochrome c oxidase subunit I, partial;29;13;5;10;3;3;10;23;3;24;31;1;15;24;22;13;7;10;9;19
5158;Aureimonas_phyllosphaerae;COX1;cbb3-type cytochrome c oxidase subunit I, partial;21;7;10;7;3;5;4;26;5;19;29;5;15;21;16;16;17;6;9;16
5159;Gluconacetobacter_azotocaptans;COX1;cbb3-type cytochrome c oxidase subunit I;64;15;3;7;8;7;4;44;7;9;64;3;23;14;20;21;14;11;3;34
5160;Bradyrhizobium_cytisi;COX1;cbb3-type cytochrome c oxidase subunit I, partial;20;10;9;5;2;5;4;23;7;10;18;3;12;22;11;9;10;12;6;26
5161;Inquilinus_limosus;COX1;cbb3-type cytochrome c oxidase subunit I;85;21;3;10;1;9;6;46;7;20;72;2;13;19;29;12;19;13;10;39
5162;Gluconacetobacter_entanii;COX1;cbb3-type cytochrome c oxidase subunit I;59;14;6;12;5;6;4;46;12;11;53;1;25;17;15;14;16;10;4;47
5163;Marinibacterium_profundimaris;COX1;cbb3-type cytochrome c oxidase subunit I, partial;21;8;3;7;0;4;3;24;8;15;28;5;8;23;15;11;16;9;7;17
5164;Komagataeibacter_pomaceti;COX1;cbb3-type cytochrome c oxidase subunit I;52;15;6;12;6;5;4;43;10;10;49;2;25;18;15;19;22;11;3;54
5165;Komagataeibacter_maltaceti;COX1;cbb3-type cytochrome c oxidase subunit I;62;17;5;12;6;5;4;50;10;8;53;1;26;17;16;13;18;10;5;49
