;Species;Gene;GeneName;Ala;Arg;Asn;Asp;Cys;Gln;Glu;Gly;His;Ile;Leu;Lys;Met;Phe;Pro;Ser;Thr;Trp;Tyr;Val
4459;Tenaxia_guillarmodiae;ND1;NADH-plastoquinone oxidoreductase subunit 1;19;10;8;7;2;9;15;26;1;37;56;8;6;21;14;32;11;7;14;18
4460;Dysphania_pumilio;ND1;NdhA;18;10;9;7;2;8;15;30;0;39;52;8;2;21;13;32;13;8;12;19
4461;Rhodiola_crenulata;ND1;NADH-plastoquinone oxidoreductase subunit 1;18;9;10;6;2;8;15;29;1;36;53;8;2;20;15;28;13;8;14;21
4462;Brachypodium_hybridum;ND1;NADH dehydrogenase subunit 1;19;10;8;9;2;9;15;25;0;38;57;8;5;20;14;33;12;7;14;16
4463;Oenothera_elata_subsp._hookeri;ND1;NADH dehydrogenase subunit 1;16;11;9;6;2;8;14;29;1;34;55;8;3;18;13;35;15;8;13;20
4464;Phytolacca_acinosa;ND1;NADH-plastoquinone oxidoreductase subunit 1;19;11;8;6;2;8;14;27;0;36;51;9;3;22;14;33;13;8;14;20
4465;Triolena_amazonica;ND1;NADH dehydrogenase subunit 1;14;12;10;7;2;8;14;28;1;41;50;9;2;23;13;31;13;7;13;20
4466;Citrullus_lanatus;ND1;NADH dehydrogenase subunit 1;19;12;9;7;2;8;16;29;1;36;53;8;2;21;14;31;14;9;16;23
4467;Pleione_formosana;ND1;NADH-plastoquinone oxidoreductase subunit A;18;12;10;6;2;8;13;29;1;36;58;9;6;22;15;30;12;8;15;19
4468;Miconia_dodecandra;ND1;NADH dehydrogenase subunit 1;16;12;10;7;2;8;14;28;1;39;51;8;3;22;13;32;12;7;12;21
4469;Chrysosplenium_kamtschaticum;ND1;NADH-plastoquinone oxidoreductase subunit 1;17;9;10;6;2;9;14;28;1;40;53;8;2;20;14;34;13;8;13;17
4470;Pterogyne_nitens;ND1;NdhA;16;10;12;7;3;8;14;29;0;39;54;8;2;20;13;31;13;8;14;20
4471;Dendrocalamus_pachystachyus;ND1;NADH-plastoquinone oxidoreductase subunit 1;18;9;9;7;2;9;15;26;0;36;56;8;7;23;15;31;12;7;14;17
4472;Delphinium_maackianum;ND1;NADH dehydrogenase subunit 1;18;9;10;7;2;9;14;30;1;38;51;7;4;18;16;31;10;8;14;17
4473;Rubus_coreanus;ND1;NADH-plastoquinone oxidoreductase subunit 1;18;11;11;7;2;8;15;31;0;36;54;8;3;19;14;29;14;7;14;20
4474;Goodyera_procera;ND1;NADH dehydrogenase subunit 1;20;13;10;6;2;8;13;29;0;37;57;11;6;20;15;29;12;7;15;19
4475;Coelachne_africana;ND1;NADH-plastoquinone oxidoreductase subunit 1;20;10;9;7;2;10;14;25;0;37;58;8;7;20;14;33;11;7;13;16
4476;Cremastra_unguiculata;ND1;NADH dehydrogenase subunit A;19;11;10;6;2;8;13;27;1;35;55;10;6;22;14;29;11;8;16;18
4477;Calanthe_triplicata;ND1;NADH-plastoquinone oxidoreductase chain 1;18;12;9;7;2;8;13;29;1;36;57;9;6;22;15;30;13;8;15;19
4478;Cuphea_hyssopifolia;ND1;NADH dehydrogenase subunit 1;16;11;11;6;2;8;15;28;0;37;52;8;2;19;14;33;14;8;14;20
4479;Pedicularis_oederi;ND1;NADH-plastoquinone oxidoreductase subunit 1;18;11;10;7;2;8;15;29;0;36;56;8;2;20;13;33;15;7;14;17
4480;Prunella_vulgaris;ND1;NADH dehydrogenase subunit 1;17;12;11;7;2;9;14;29;0;37;59;8;2;20;14;31;13;8;13;15
4481;Teucrium_mascatense;ND1;NADH-plastoquinone oxidoreductase subunit 1;17;14;9;6;2;8;14;27;0;34;57;10;2;20;14;32;13;8;14;21
4482;Salicornia_brachiata;ND1;NADH dehydrogenase subunit 1;18;10;8;7;2;8;16;25;1;34;45;7;2;23;14;34;12;6;12;13
4483;Homalium_ceylanicum;ND1;NADH-plastoquinone oxidoreductase subunit 1;17;11;11;6;2;8;14;29;1;34;51;9;2;23;14;31;15;7;15;20
4484;Liparis_makinoana;ND1;NADH dehydrogenase subunit A;18;12;10;6;2;8;14;27;1;36;56;9;6;22;15;31;13;9;15;19
4485;Anemone_taipaiensis;ND1;NADH-plastoquinone oxidoreductase subunit 1;20;9;9;7;2;9;13;30;1;37;51;8;2;21;15;29;12;8;14;20
4486;Cichorium_intybus;ND1;NADH dehydrogenase subunit 1;18;13;8;6;2;8;15;28;1;33;53;8;2;19;15;30;13;8;14;21
4487;Salicornia_bigelovii;ND1;NADH dehydrogenase subunit 1;18;10;8;7;2;8;16;25;1;34;45;7;2;23;14;34;12;6;12;13
4488;Erodium_reichardii;ND1;NADH-plastoquinone oxidoreductase subunit 1;20;13;10;7;3;9;15;27;0;35;53;7;3;21;14;29;15;8;12;20
4489;Rosa_berberifolia;ND1;NADH-plastoquinone oxidoreductase subunit 1;17;11;11;7;2;8;15;31;0;37;55;8;2;19;14;29;15;7;14;19
4490;Barclaya_kunstleri;ND1;NdhA;18;11;9;7;2;7;15;27;2;34;54;9;2;16;17;34;13;8;13;23
4491;Datura_stramonium;ND1;NADH dehydrogenase subunit 1;19;10;9;9;2;8;13;29;1;37;54;9;2;19;15;30;13;8;13;18
4492;Androsace_laxa;ND1;NADH dehydrogenase subunit 1;19;11;10;5;2;9;13;28;2;35;54;9;2;21;15;31;12;8;14;20
4493;Piper_longum;ND1;NADH-plastoquinone oxidoreductase subunit 1;18;10;8;7;2;10;12;30;1;36;49;7;5;20;13;34;14;7;14;21
4494;Liquidambar_orientalis;ND1;NADH-plastoquinone oxidoreductase subunit 1;18;10;10;6;2;8;15;30;1;36;51;8;2;20;15;30;15;8;14;19
4495;Potentilla_centigrana;ND1;NADH-plastoquinone oxidoreductase subunit 1;18;11;11;7;2;8;16;30;0;36;54;8;2;20;14;28;15;7;14;20
4496;Tribolium_hispidum;ND1;NADH-plastoquinone oxidoreductase subunit 1;19;10;8;7;2;9;15;26;1;37;56;8;6;21;14;32;11;7;14;18
4497;Bretschneidera_sinensis;ND1;NdhA;18;11;12;6;2;8;15;25;1;35;48;8;2;19;15;30;12;7;13;13
4498;Celosia_argentea;ND1;NADH-plastoquinone oxidoreductase subunit 1;17;10;9;7;2;8;14;28;3;40;54;8;1;19;13;33;14;8;13;17
4499;Juglans_sigillata;ND1;NADH-plastoquinone oxidoreductase subunit 1;17;11;11;7;2;8;15;27;0;35;59;8;1;19;14;29;16;8;14;20
4500;Trifolium_strictum;ND1;NdhA;17;13;12;8;2;8;14;27;0;40;49;7;3;24;13;35;12;7;15;17
4501;Dendrocalamus_brandisii;ND1;NADH-plastoquinone oxidoreductase subunit 1;18;9;9;7;2;9;15;26;0;36;57;8;7;22;15;31;12;7;14;17
4502;Diphylleia_grayi;ND1;NADH dehydrogenase subunit 1;19;13;9;7;3;9;14;29;0;34;50;7;3;19;16;31;11;8;14;19
4503;Heimia_apetala;ND1;NADH dehydrogenase subunit A;16;11;9;6;2;8;15;28;1;37;51;8;2;19;14;33;15;8;14;21
4504;Adenia_mannii;ND1;NADH-plastoquinone oxidoreductase subunit 1;17;10;11;6;2;8;15;26;1;34;56;8;2;23;13;32;18;8;13;18
4505;Eucalyptus_melliodora;ND1;NADH dehydrogenase subunit 1;16;11;11;6;2;8;15;28;1;38;52;8;1;22;14;32;15;8;14;19
4506;Rheum_palmatum;ND1;NADH dehydrogenase subunit 1;17;12;10;8;1;9;14;26;0;33;50;7;2;17;14;34;12;7;13;16
4507;Rubus_hybrid_cultivar;ND1;NADH dehydrogenase subunit 1;18;11;11;7;2;8;16;30;0;36;54;8;3;19;14;29;14;7;14;20
4508;Khaya_madagascariensis;ND1;NADH-plastoquinone oxidoreductase subunit 1;20;12;11;6;2;8;14;28;0;35;52;8;2;18;15;29;15;8;15;20
4509;Vavilovia_formosa;ND1;NADH dehydrogenase subunit 1;16;10;12;8;2;8;14;27;0;34;51;7;5;24;13;37;11;7;15;20
4510;Pemphis_acidula;ND1;NADH-plastoquinone oxidoreductase subunit 1;16;11;10;6;2;8;15;28;1;37;50;8;2;20;14;33;14;8;14;21
4511;Calanthe_aristulifera;ND1;NADH dehydrogenase subunit A;18;12;9;7;2;8;13;29;1;36;57;9;6;22;15;30;13;8;15;19
4512;Homalium_paniculiflorum;ND1;NADH-plastoquinone oxidoreductase subunit 1;16;11;11;7;2;8;14;30;1;34;50;9;2;23;14;31;15;7;14;21
4513;Aphanamixis_polystachya;ND1;NADH-plastoquinone oxidoreductase subunit 1;19;9;13;6;2;8;14;29;0;38;56;8;3;19;17;31;15;9;14;21
4514;Rubus_chingii;ND1;NADH dehydrogenase subunit 1;18;11;11;7;2;8;15;31;0;36;54;8;3;19;14;29;14;7;14;20
4515;Nymphaea_lotus;ND1;NADH dehydrogenase subunit 1;18;10;9;7;2;8;15;27;2;33;54;8;2;15;17;35;13;8;13;22
4516;Rytidosperma_pallidum;ND1;NADH-plastoquinone oxidoreductase subunit 1;19;10;8;7;2;9;15;26;1;38;56;8;6;21;14;32;11;7;14;17
4517;Goodyera_rosulacea;ND1;NADH dehydrogenase subunit A;20;13;10;6;2;8;13;28;0;39;55;11;6;20;16;29;12;7;15;19
4518;Frankenia_laevis;ND1;NADH-plastoquinone oxidoreductase subunit 1;18;8;11;6;2;8;15;28;0;39;55;9;2;19;14;31;15;8;14;19
4519;Syringa_pinnatifolia;ND1;NADH dehydrogenase subunit 1;18;12;10;5;2;8;15;28;0;32;56;8;2;21;14;32;13;8;14;20
4520;Gaudinopsis_macra;ND1;NADH-plastoquinone oxidoreductase subunit 1;20;10;10;9;2;9;14;23;0;34;46;7;6;23;14;32;10;6;14;14
4521;Triosteum_himalayanum;ND1;NADH dehydrogenase subunit 1;18;12;9;6;2;9;14;27;1;35;54;8;3;18;15;30;11;8;14;21
4522;Lozanella_enantiophylla;ND1;NADH-plastoquinone oxidoreductase subunit 1;18;10;11;6;2;8;16;28;1;34;50;8;2;21;15;31;13;9;14;20
4523;Rosa_roxburghii;ND1;NADH-plastoquinone oxidoreductase chain 1;17;11;11;7;2;8;15;31;0;36;55;8;2;19;14;29;15;7;14;20
4524;Oropetium_aristatum;ND1;NADH-plastoquinone oxidoreductase subunit 1;19;9;9;6;2;9;15;24;1;34;49;7;5;23;14;32;10;6;13;13
4525;Tinospora_cordifolia;ND1;NADH dehydrogenase subunit 1;19;12;8;8;2;9;14;30;0;35;48;7;2;20;16;29;12;8;14;22
4526;Eugenia_uniflora;ND1;NADH-plastoquinone oxidoreductase subunit 1;16;11;11;6;2;8;15;27;1;37;52;8;1;21;14;33;15;8;14;20
4527;Nuphar_advena;ND1;NADH-plastoquinone oxidoreductase subunit 1;18;11;9;7;2;8;15;27;2;35;54;9;3;15;16;35;14;8;13;20
4528;Salvia_officinalis;ND1;NADH dehydrogenase subunit 1;17;12;11;7;2;9;14;29;0;36;59;8;2;21;14;31;13;8;13;15
4529;Ctenolophon_englerianus;ND1;NADH-plastoquinone oxidoreductase subunit 1;17;10;11;7;3;8;15;30;1;40;52;9;2;22;14;29;15;8;13;17
4530;Metagentiana_rhodantha;ND1;NADH-plastoquinone oxidoreductase subunit 1;19;11;11;5;2;8;14;28;1;38;56;9;2;22;17;30;12;7;14;19
4531;Elsholtzia_rugulosa;ND1;NADH-plastoquinone oxidoreductase subunit 1;17;12;11;7;3;8;14;28;0;34;59;9;2;21;14;31;13;8;13;17
4532;Androsace_bulleyana;ND1;NADH-plastoquinone oxidoreductase subunit 1;19;11;10;5;2;8;14;28;2;35;54;9;2;21;15;31;12;8;14;20
4533;Lumnitzera_littorea;ND1;NADH-plastoquinone oxidoreductase subunit 1;16;10;10;6;2;8;15;28;1;36;55;8;2;19;14;30;15;8;14;21
4534;Eucalyptus_aromaphloia;ND1;NADH dehydrogenase subunit 1;16;11;11;6;2;8;15;28;1;38;53;8;1;22;14;32;15;8;14;18
4535;Punica_granatum;ND1;NADH-plastoquinone oxidoreductase subunit 1;16;12;10;6;2;8;15;28;0;35;50;8;2;19;14;32;14;8;14;22
4536;Aglaia_odorata;ND1;NADH-plastoquinone oxidoreductase subunit 1;19;9;12;6;2;8;14;29;0;38;54;8;3;19;17;31;15;9;14;21
4537;Pteroceltis_tatarinowii;ND1;NADH-plastoquinone oxidoreductase subunit 1;18;10;11;6;2;8;16;28;1;34;50;8;2;21;15;31;13;9;14;20
4538;Juglans_microcarpa;ND1;NADH-plastoquinone oxidoreductase subunit 1;17;11;11;7;2;8;15;27;0;33;59;8;1;19;14;29;16;8;14;22
4539;Circaeaster_agrestis;ND1;NADH dehydrogenase subunit 1;16;11;10;8;4;9;14;28;0;34;64;7;3;16;15;34;16;8;12;20
4540;Clematis_brevicaudata;ND1;NADH-plastoquinone oxidoreductase subunit 1;18;9;9;7;2;9;14;29;1;36;51;7;3;20;16;31;12;7;14;19
4541;Clematis_terniflora;ND1;NADH-plastoquinone oxidoreductase subunit 1;18;9;9;7;2;9;14;30;1;36;51;7;3;21;16;31;12;7;14;20
4542;Saururus_chinensis;ND1;NdhA;17;10;8;7;2;9;14;32;0;38;53;7;3;17;14;34;14;7;14;18
4543;Salix_purpurea;ND1;NADH-plastoquinone oxidoreductase subunit 1;18;11;11;7;2;8;15;30;1;35;51;8;3;22;15;30;15;7;14;19
4544;Bennettiodendron_brevipes;ND1;NADH-plastoquinone oxidoreductase subunit 1;17;11;11;7;2;8;15;30;1;34;51;8;3;22;15;30;15;7;14;19
4545;Pistacia_vera;ND1;NADH-plastoquinone oxidoreductase subunit 1;19;13;11;7;2;8;14;27;1;36;52;7;3;19;15;31;14;8;14;17
4546;Climacium_dendroides;ND1;NADH dehydrogenase ND1 subunit;22;8;14;8;3;10;13;27;2;41;51;9;3;21;14;24;7;9;13;19
4547;Lonicera_stephanocarpa;ND1;NADH dehydrogenase subunit 1;17;11;10;6;2;9;15;28;1;35;57;8;3;19;15;30;11;7;14;20
4548;Cortaderia_selloana;ND1;NADH-plastoquinone oxidoreductase subunit 1;19;10;8;7;2;9;14;26;1;38;56;9;6;21;14;32;11;7;14;17
4549;Oenothera_villaricae;ND1;NADH dehydrogenase subunit A;16;11;9;6;2;9;13;29;1;34;54;8;3;18;14;34;15;8;13;21
4550;Carya_sinensis;ND1;NADH dehydrogenase subunit 1;18;11;11;6;2;8;15;27;0;34;59;8;1;18;15;30;16;9;15;21
4551;Euryale_ferox;ND1;NdhA;18;11;9;7;2;7;15;27;2;34;54;9;2;16;17;34;14;8;13;22
4552;Dendrobium_wattii;ND1;NADH-plastoquinone oxidoreductase subunit 1;19;12;10;6;2;8;13;28;1;34;57;9;6;21;14;30;11;7;15;18
4553;Liparis_pingtaoi;ND1;NADH-plastoquinone oxidoreductase subunit 1;19;11;10;6;2;8;14;28;1;38;57;9;5;22;14;32;11;8;15;21
4554;Pterocarya_stenoptera;ND1;NADH-plastoquinone oxidoreductase subunit 1;17;11;11;7;2;8;15;27;0;34;59;8;1;19;14;29;16;8;14;21
4555;Gentiana_straminea;ND1;NADH dehydrogenase subunit 1;19;9;10;6;2;8;13;29;2;40;55;9;2;22;17;29;11;9;15;18
4556;Sobralia_callosa;ND1;NADH-plastoquinone oxidoreductase subunit 1;19;12;10;6;2;8;13;27;1;33;55;10;5;20;14;30;11;7;15;20
4557;Juglans_cinerea;ND1;NADH-plastoquinone oxidoreductase subunit 1;17;11;11;7;2;8;15;27;0;34;59;8;1;19;14;29;16;8;14;21
4558;Pellacalyx_yunnanensis;ND1;NADH-plastoquinone oxidoreductase subunit 1;17;11;11;7;2;8;15;28;1;38;54;10;2;21;15;30;13;8;14;21
4559;Templetonia_retusa;ND1;NdhA;16;11;10;8;2;8;13;26;0;40;51;10;2;23;13;35;15;7;15;17
4560;Ochagavia_carnea;ND1;NADH dehydrogenase subunit A;19;11;9;7;2;8;14;29;1;40;57;8;5;16;14;31;12;8;14;16
4561;Vitis_betulifolia;ND1;NADH dehydrogenase subunit 1;18;10;9;7;2;8;16;29;1;35;52;8;2;20;15;30;14;8;13;17
4562;Laguncularia_racemosa;ND1;NADH-plastoquinone oxidoreductase subunit 1;17;10;10;6;2;8;15;27;1;35;56;8;2;19;14;30;15;8;14;21
4563;Medicago_truncatula;ND1;NADH-plastoquinone oxidoreductase subunit 1;16;12;12;8;3;8;14;28;1;40;51;7;2;24;13;35;12;7;16;18
4564;Schrenkiella_parvula;ND1;NADH dehydrogenase subunit 1;18;11;11;7;2;9;14;28;1;41;55;7;2;19;14;30;12;8;13;13
4565;Aethionema_cordifolium;ND1;NADH dehydrogenase ND1;18;12;12;6;2;8;15;26;1;35;57;7;2;20;12;32;14;8;13;15
4566;Neottia_japonica;ND1;NADH-plastoquinone oxidoreductase subunit 1;20;12;10;6;2;8;13;29;1;32;57;9;6;21;14;28;11;7;15;17
4567;Gentiana_stipitata;ND1;NADH-plastoquinone oxidoreductase subunit 1;19;9;10;7;2;8;13;28;2;39;55;9;2;22;17;30;12;9;14;18
4568;Neottia_pinetorum;ND1;NADH-plastoquinone oxidoreductase subunit 1;20;11;9;6;2;9;13;30;1;35;59;10;6;21;14;29;12;8;14;20
4569;Iskandera_alaica;ND1;NADH dehydrogenase subunit 1;19;11;11;7;2;9;15;26;1;44;56;7;2;17;14;30;13;8;14;12
4570;Trifolium_glanduliferum;ND1;NdhA;17;13;12;8;2;8;14;27;0;40;49;7;3;24;13;35;12;7;15;17
4571;Rubus_trifidus;ND1;NADH dehydrogenase subunit 1;18;11;11;7;2;8;15;31;0;37;54;8;3;19;14;29;14;7;14;19
4572;Nyssa_yunnanensis;ND1;NADH dehydrogenase subunit 1;18;12;10;6;2;8;15;29;0;35;55;8;2;20;14;31;14;8;14;20
4573;Spathodea_campanulata;ND1;NADH-plastoquinone oxidoreductase subunit 1;17;12;9;7;2;8;14;27;0;36;54;9;1;20;14;34;11;7;14;19
4574;Potentilla_suavis;ND1;NADH dehydrogenase subunit 1;17;11;11;7;2;8;16;30;0;36;54;8;2;20;14;29;15;7;14;20
4575;Tripogonella_loliiformis;ND1;NdhA;19;9;9;6;2;9;16;25;1;38;56;8;4;23;14;32;11;7;13;16
4576;Perilla_citriodora;ND1;NdhA;17;12;10;7;3;8;14;28;0;35;58;9;2;21;14;31;14;8;13;17
4577;Aethionema_grandiflorum;ND1;NADH dehydrogenase ND1;18;11;12;6;2;9;15;26;1;40;56;7;1;20;12;31;14;8;13;13
4578;Moringa_oleifera;ND1;NADH-plastoquinone oxidoreductase subunit 1;17;10;12;6;2;8;15;27;1;34;49;8;2;15;14;29;15;7;13;16
4579;Torenia_benthamiana;ND1;NADH-plastoquinone oxidoreductase subunit 1;17;12;10;7;2;8;14;27;0;36;57;9;2;18;14;32;12;8;14;19
4580;Aspidopterys_obcordata;ND1;NADH-plastoquinone oxidoreductase subunit 1;20;10;11;6;2;8;14;27;1;36;54;8;2;22;15;29;14;8;14;20
4581;Chionochloa_macra;ND1;NADH-plastoquinone oxidoreductase subunit 1;19;10;8;7;2;9;15;26;1;37;56;8;6;21;14;32;11;7;14;18
4582;Potentilla_indica;ND1;NADH-plastoquinone oxidoreductase subunit 1;17;11;11;7;2;8;16;30;0;37;54;8;2;20;13;30;15;7;14;19
4583;Neottia_ovata;ND1;NADH-plastoquinone oxidoreductase subunit 1;21;12;10;6;2;9;13;30;1;34;58;8;6;24;15;28;12;8;14;18
4584;Bergenia_scopulosa;ND1;NADH-plastoquinone oxidoreductase subunit 1;18;9;9;6;2;8;15;31;1;36;53;9;2;21;15;30;15;7;14;17
4585;Torenia_concolor;ND1;NADH dehydrogenase subunit 1;17;12;10;7;2;8;14;27;0;36;57;9;2;18;14;32;12;8;14;19
4586;Anemone_narcissiflora;ND1;NADH dehydrogenase subunit 1;19;9;9;7;2;9;13;30;1;38;51;8;2;21;15;30;12;8;14;19
4587;Limonium_tenellum;ND1;NADH-plastoquinone oxidoreductase subunit 1;17;11;9;8;3;9;13;28;0;35;54;8;3;22;13;32;13;7;12;18
4588;Aristida_congesta;ND1;NADH-plastoquinone oxidoreductase subunit 1;18;10;9;6;2;9;16;26;0;37;58;7;4;21;14;33;13;7;14;17
4589;Anemone_trullifolia;ND1;NADH-plastoquinone oxidoreductase subunit 1;19;9;9;7;2;9;13;30;1;36;52;8;2;21;15;30;12;8;14;20
4590;Paeonia_obovata;ND1;NADH-plastoquinone oxidoreductase subunit 1;18;11;11;6;2;8;14;29;1;39;53;8;4;22;15;30;13;8;13;16
4591;Camellia_japonica;ND1;NADH-plastoquinone oxidoreductase subunit 1;18;14;9;6;2;8;15;29;0;40;52;8;2;19;14;31;14;8;14;19
4592;Nassella_hyalina;ND1;NADH-plastoquinone oxidoreductase subunit 1;20;10;9;6;2;9;17;24;0;36;55;8;6;23;14;34;12;7;13;16
4593;Danthonia_spicata;ND1;NADH-plastoquinone oxidoreductase subunit 1;20;9;8;7;2;9;15;26;2;38;56;8;6;21;14;31;10;7;14;18
4594;Hordeum_bogdanii;ND1;NADH-plastoquinone oxidoreductase subunit 1;19;9;9;9;2;9;15;25;1;36;54;8;6;23;13;33;12;7;13;18
4595;Vochysia_acuminata;ND1;NADH dehydrogenase subunit A;17;12;11;6;2;8;15;26;1;35;50;7;2;21;14;32;11;5;14;14
4596;Apostasia_odorata;ND1;NADH-plastoquinone oxidoreductase subunit 1;16;10;10;6;2;8;13;29;1;35;52;9;6;21;14;32;12;7;15;20
4597;Allosyncarpia_ternata;ND1;NADH dehydrogenase subunit 1;15;11;11;6;2;8;15;28;1;40;53;8;1;21;14;32;15;8;14;18
4598;Rubus_amabilis;ND1;NADH dehydrogenase subunit 1;19;11;11;7;2;8;15;31;0;36;54;8;3;19;14;28;14;7;14;20
4599;Salvia_przewalskii;ND1;NADH dehydrogenase subunit 1;18;12;11;7;3;9;14;29;0;38;57;8;2;21;14;30;13;8;12;15
4600;Styrax_zhejiangensis;ND1;NADH dehydrogenase subunit 1;18;12;10;6;2;8;15;29;0;35;54;8;3;19;14;30;13;8;14;20
4601;Plinia_cauliflora;ND1;NADH-plastoquinone oxidoreductase subunit 1;16;11;11;6;2;8;14;29;1;37;53;8;1;21;14;32;15;8;14;20
4602;Ancistrocladus_tectorius;ND1;NADH-plastoquinone oxidoreductase subunit 1;16;10;9;7;2;8;16;29;1;35;55;8;3;21;15;31;15;7;15;18
4603;Woodfordia_fruticosa;ND1;NADH dehydrogenase subunit 1;16;11;10;6;2;8;15;28;1;35;51;8;2;19;14;32;14;8;14;21
4604;Danthonia_californica;ND1;NADH-plastoquinone oxidoreductase subunit 1;20;9;9;6;2;9;15;27;2;38;56;8;6;21;14;30;10;7;14;18
4605;Chrysosplenium_sinicum;ND1;NADH-plastoquinone oxidoreductase subunit 1;17;8;10;6;2;9;14;28;1;41;54;9;1;21;15;32;14;8;14;17
4606;Salvia_miltiorrhiza;ND1;NADH dehydrogenase subunit 1;17;12;11;8;3;9;14;28;0;38;57;8;2;21;14;31;13;8;12;15
4607;Broussonetia_kazinoki_x_Broussonetia_papyrifera;ND1;NADH dehydrogenase subunit 1;16;11;11;6;2;8;16;27;2;33;49;8;3;21;15;32;13;7;13;22
4608;Rhodiola_rosea;ND1;NADH-plastoquinone oxidoreductase subunit 1;18;9;10;6;2;8;15;29;1;36;52;8;2;21;15;28;13;8;14;21
4609;Psathyrostachys_juncea;ND1;NADH-plastoquinone oxidoreductase subunit 1;19;9;8;9;2;9;16;24;1;36;55;8;6;22;13;33;12;7;14;18
4610;Rubus_takesimensis;ND1;NADH dehydrogenase subunit 1;18;11;11;7;2;8;15;31;0;37;55;8;3;19;14;29;14;7;14;18
4611;Potentilla_hebiichigo;ND1;NADH-plastoquinone oxidoreductase subunit 1;17;11;11;7;2;8;16;30;0;37;54;8;2;20;13;30;15;7;14;19
4612;Nymphaea_alba;ND1;NADH dehydrogenase subunit 1;18;11;9;7;2;7;15;27;1;33;56;9;2;16;17;33;14;8;14;22
4613;Duparquetia_orchidacea;ND1;NdhA;18;10;11;9;3;8;14;28;0;36;53;8;2;18;13;33;15;8;14;20
4614;Salacia_amplifolia;ND1;NADH dehydrogenase subunit 1;18;10;9;6;3;8;15;29;1;35;56;9;2;17;14;28;14;7;15;22
4615;Salvia_rosmarinus;ND1;NADH dehydrogenase subunit 1;17;12;11;7;2;9;14;29;0;37;58;8;2;21;14;31;13;8;13;15
4616;Liparis_bootanensis;ND1;NADH-plastoquinone oxidoreductase subunit 1;19;11;10;6;2;8;14;28;1;38;58;9;5;22;15;31;11;8;15;20
4617;Eragrostis_tenellula;ND1;NdhA;20;9;9;6;2;9;16;26;1;38;53;8;7;24;13;32;11;7;13;17
4618;Camassia_scilloides;ND1;NADH-plastoquinone oxidoreductase subunit 1;20;10;9;7;3;8;15;27;0;35;54;8;4;18;16;33;11;8;14;18
4619;Potentilla_freyniana;ND1;NADH-plastoquinone oxidoreductase subunit 1;17;11;11;7;2;8;16;29;0;36;54;8;2;20;14;29;15;7;14;21
4620;Nymphaea_ampla;ND1;NADH dehydrogenase subunit 1;18;11;9;7;2;7;15;27;2;33;54;9;2;15;17;34;13;8;13;22
4621;Phaenanthoecium_koestlinii;ND1;NADH-plastoquinone oxidoreductase subunit 1;20;10;8;7;2;9;15;25;1;38;55;8;6;22;14;33;10;7;14;17
4622;Akebia_trifoliata;ND1;NADH dehydrogenase subunit 1;18;11;7;8;2;9;14;31;0;35;51;8;3;19;15;30;12;7;14;20
4623;Rosa_rugosa;ND1;NADH-plastoquinone oxidoreductase subunit 1;17;11;11;7;2;8;15;30;0;36;54;8;2;20;14;29;15;8;14;20
4624;Erodium_manescavi;ND1;NADH-plastoquinone oxidoreductase subunit 1;19;13;10;7;3;9;15;27;0;35;53;7;3;21;14;30;15;8;12;20
4625;Merianthera_pulchra;ND1;NADH dehydrogenase subunit 1;14;13;10;7;2;8;14;28;1;40;49;8;2;22;13;32;13;7;13;22
4626;Tetragonia_tetragonoides;ND1;NADH dehydrogenase subunit 1;18;10;9;7;2;8;15;28;0;37;55;8;3;20;14;31;13;8;14;18
4627;Salvia_meiliensis;ND1;NADH-plastoquinone oxidoreductase subunit 1;17;12;11;8;3;9;14;28;0;38;56;8;2;22;14;31;13;8;12;15
4628;Pelargonium_spinosum;ND1;NADH-plastoquinone oxidoreductase subunit 1;20;11;11;7;2;8;15;26;0;34;53;7;4;21;15;32;15;8;13;16
4629;Chionanthus_filiformis;ND1;NADH dehydrogenase subunit 1;18;12;9;6;2;8;15;29;0;32;58;8;2;19;14;31;12;8;14;21
4630;Itoa_orientalis;ND1;NADH-plastoquinone oxidoreductase subunit 1;17;11;11;7;2;8;15;29;1;34;50;8;3;23;15;29;15;8;14;20
4631;Potentilla_dickinsii_var._glabrata;ND1;NdhA;18;11;11;7;2;8;16;29;0;36;54;8;2;20;14;29;15;7;14;20
4632;Corydalis_temulifolia;ND1;NADH dehydrogenase subunit 1;18;11;9;6;2;8;14;27;0;26;49;8;4;22;15;33;12;7;13;15
4633;Montia_fontana;ND1;NADH-plastoquinone oxidoreductase subunit 1;18;11;9;8;2;9;13;27;0;34;53;8;2;18;15;33;12;7;11;13
4634;Paeonia_veitchii;ND1;NADH-plastoquinone oxidoreductase chain 1;18;11;11;6;2;8;14;29;1;40;52;8;4;22;15;30;13;8;13;16
4635;Oreorchis_patens;ND1;NADH dehydrogenase subunit A;18;11;11;5;2;8;13;28;1;36;57;10;6;22;15;30;12;9;15;20
4636;Platanthera_chlorantha;ND1;NADH-plastoquinone oxidoreductase subunit 1;19;12;10;6;2;7;13;28;1;35;56;10;6;19;14;28;11;7;15;19
4637;Oxybasis_glauca;ND1;NdhA;19;10;9;7;2;8;14;28;0;40;51;9;2;22;14;32;13;8;12;18
4638;Phedimus_takesimensis;ND1;NAD(P)H-quinone oxidoreductase chain 1;18;9;10;6;2;8;15;29;1;37;53;8;2;20;15;28;13;8;14;20
