;Species;Gene;GeneName;Ala;Arg;Asn;Asp;Cys;Gln;Glu;Gly;His;Ile;Leu;Lys;Met;Phe;Pro;Ser;Thr;Trp;Tyr;Val
833;Xylaria_hypoxylon;COX1;cytochrome c oxidase subunit 1;36;10;15;11;2;10;6;43;8;34;67;10;19;36;24;35;25;13;18;32
834;Kazachstania_servazzii;COX1;endonuclease;32;7;11;9;1;5;5;34;11;34;45;5;24;30;16;33;21;7;12;25
835;Aplosporella_prunicola_CBS_121167;COX1;uncharacterized protein K452DRAFT_330033;32;8;16;11;1;6;4;42;11;31;55;3;16;32;18;31;23;3;14;30
836;Yarrowia_lipolytica;COX1;COX1-i7 protein;40;7;15;9;1;5;5;34;10;34;49;4;13;35;13;26;23;9;11;24
837;Starmerella_bacillaris;COX1;cox1-i5 protein;26;6;15;10;3;8;5;32;9;16;50;5;36;27;17;35;20;8;14;33
838;Alectoria_fallacina;COX1;cytochrome c oxidase subunit I, partial;34;14;17;14;2;13;6;40;16;38;64;13;14;36;22;39;23;15;21;32
839;Meira_miltonrushii;COX1;cytochrome c oxidase;28;6;13;9;0;5;3;30;9;27;38;3;20;24;18;22;17;6;12;24
840;Saccharomyces_cerevisiae_S288C;COX1;intron-encoded DNA endonuclease aI5 alpha;25;6;11;7;1;4;6;28;10;31;45;5;15;24;15;27;21;7;11;24
841;Millerozyma_farinosa;COX1;endonuclease;27;7;15;9;3;1;7;39;13;13;36;5;50;31;15;26;27;7;13;24
842;Debaryomyces_hansenii;COX1;endonuclease;28;8;14;9;3;3;7;38;12;12;46;4;46;37;15;29;24;7;14;27
843;Nectria_cinnabarina;COX1;cytochrome c oxidase subunit 1;28;8;13;9;2;6;4;33;11;29;41;8;12;31;17;23;20;11;17;27
844;Sclerotinia_sclerotiorum_1980_UF-70;COX1;cytochrome c oxidase subunit 1;33;9;13;12;1;8;5;36;13;36;52;8;11;31;16;34;23;9;21;33
845;Yarrowia_galli;COX1;cox1-ai5 gene product;34;6;13;7;1;5;5;28;9;26;38;4;19;31;12;26;22;6;10;22
846;Rozella_allomycis;COX1;cytochrome c oxidase subunit 1;3;7;32;9;4;3;11;41;12;108;60;6;11;21;7;44;24;7;47;18
847;Orbilia_dorsalis;COX1;cytochrome c oxidase subunit 1;32;9;15;10;1;6;5;33;13;26;45;5;8;32;14;31;20;8;17;28
848;Starmerella_bacillaris;COX1;cox1-i4 protein;19;5;15;8;4;8;5;25;8;14;47;8;29;24;15;29;13;7;10;26
849;Millerozyma_farinosa;COX1;endonuclease;22;6;14;7;3;1;6;32;12;13;28;4;45;26;14;24;22;5;11;20
850;Wolfiporia_cocos;COX1;cytochrome c oxidase subunit 1;33;13;30;16;8;11;11;35;12;40;83;10;11;39;24;39;33;11;15;28
851;Ceraceosorus_guamensis;COX1;cytochrome oxidase subunit 1;20;3;3;7;0;2;1;21;9;20;29;3;11;18;9;11;15;4;11;17
852;Pseudevernia_consocians;COX1;cytochrome c oxidase subunit I, partial;22;6;13;7;1;6;4;30;5;25;38;3;12;23;12;23;10;6;6;19
853;Pseudevernia_consocians;COX1;cytochrome c oxidase subunit I, partial;15;5;4;6;0;4;3;14;7;9;22;5;3;17;6;17;9;9;8;13
854;Bryoria_tenuis;COX1;cytochrome c oxidase subunit I;26;10;14;10;0;7;3;27;11;26;56;10;10;27;16;31;20;12;18;28
855;Millerozyma_farinosa;COX1;endonuclease;19;5;14;5;3;1;6;30;10;11;27;3;41;25;13;22;20;5;10;17
856;Puccinia_striiformis_f._sp._tritici;COX1;cytochrome c oxidase subunit 1;23;5;12;7;4;2;3;23;6;21;38;2;6;16;12;16;13;4;8;16
857;Saccharomyces_cerevisiae_S288C;COX1;intron-encoded DNA endonuclease aI4;20;5;11;5;1;5;4;21;6;20;40;2;12;19;11;19;18;5;6;17
858;Yarrowia_lipolytica;COX1;COX1-i5 protein;28;5;13;5;1;4;5;22;6;23;39;4;9;24;9;16;14;6;8;14
859;Saccharomyces_castellii;COX1;I-SceII DNA endonuclease-like protein;21;5;12;5;1;5;4;22;6;17;40;2;13;17;11;13;17;5;6;16
860;Aspergillus_oryzae_3.042;COX1;cytochrome c oxidase subunit I;25;7;12;7;0;2;3;30;7;28;39;4;13;23;10;16;16;0;8;22
861;Yarrowia_alimentaria;COX1;COX1-ai2 gene product;28;5;13;5;0;4;4;21;4;13;33;2;17;25;8;15;16;4;6;12
862;Monilinia_laxa;COX1;cytochrome c oxidase subunit 1;21;5;6;8;1;6;2;20;8;16;29;6;8;21;11;19;16;8;16;22
863;Yarrowia_deformans;COX1;cox1-ai4 gene product;27;5;13;5;0;4;4;20;5;15;32;2;13;25;8;16;18;4;6;13
864;Pseudozyma_hubeiensis_SY62;COX1;cytochrome oxidase subunit 2;25;4;8;7;0;5;4;27;10;23;29;5;14;27;11;10;17;4;13;24
865;Pseudozyma_hubeiensis_SY62;COX1;cytochrome oxidase subunit 2;8;1;5;3;0;3;2;7;4;6;9;3;7;9;5;2;4;1;4;8
866;Pseudozyma_hubeiensis_SY62;COX1;cytochrome oxidase subunit 2;11;5;8;13;3;8;14;15;6;20;21;5;4;13;9;16;10;4;10;25
867;Yarrowia_galli;COX1;cox1-ai2 gene product;26;5;13;5;0;4;4;20;5;15;32;2;14;25;8;15;18;4;6;14
868;Starmerella_bacillaris;COX1;cox-i3 protein;15;4;14;6;2;6;4;18;5;8;41;1;24;17;12;25;10;5;6;16
869;Trichosporon_asahii_var._asahii_CBS_2479;COX1;cytochrome c oxidase subunit I;20;7;7;7;1;6;5;19;7;13;18;2;12;22;14;14;19;6;15;20
870;Starmerella_bacillaris;COX1;cox-i2 protein;15;4;14;6;2;5;4;17;5;8;41;1;24;15;12;25;10;4;7;17
871;Debaryomyces_hansenii;COX1;endonuclease;21;5;16;5;5;4;5;22;7;3;32;1;33;22;11;18;16;7;8;16
872;Millerozyma_farinosa;COX1;endonuclease;18;5;14;5;3;1;4;22;8;8;24;1;30;20;10;17;18;4;6;14
873;Hanseniaspora_uvarum;COX1;cox1-i1 protein;22;4;12;7;1;2;3;18;9;24;32;3;13;23;8;23;15;5;8;16
874;Morchella_importuna;COX1;cytochrome c oxidase subunit 1;15;4;8;4;0;2;2;20;4;12;31;1;5;13;11;13;8;4;2;7
875;Kluyveromyces_marxianus;COX1;cytochrome c oxidase subunit 1;20;3;12;6;0;5;4;17;5;24;22;7;5;19;11;15;8;4;16;18
876;Sanghuangporus_vaninii;COX1;Cox1;13;5;13;8;1;0;7;24;8;22;23;18;8;34;12;27;15;8;17;28
877;Sanghuangporus_vaninii;COX1;Cox1;11;5;8;3;1;4;2;11;3;16;24;5;6;14;9;9;5;2;2;10
878;Synchytrium_microbalum;COX1;cytochrome-c oxidase;13;3;5;4;0;4;1;16;6;20;19;2;6;17;5;8;13;3;14;12
879;Kwoniella_shandongensis;COX1;cytochrome c oxidase subunit 1, partial;11;3;7;3;0;3;2;14;2;12;15;1;7;11;7;7;9;3;5;11
880;Kluyveromyces_marxianus;COX1;probable intron-encoded endonuclease aI2 (mitochondrion);14;3;7;2;3;2;3;12;2;9;19;1;6;9;5;7;6;3;3;11
881;Kluyveromyces_thermotolerans;COX1;putative DNA endonuclease;13;3;7;2;2;3;2;13;2;10;19;1;6;9;5;7;6;3;4;10
882;Yarrowia_lipolytica;COX1;COX1-i3 protein;16;3;7;2;0;2;2;11;2;11;19;1;6;12;4;8;8;3;2;8
883;Yarrowia_alimentaria;COX1;COX1-ai1 gene product;16;3;8;2;0;2;2;11;1;6;16;1;13;12;4;8;10;3;2;7
884;Malassezia_pachydermatis;COX1;cytochrome c oxidase subunit 1;13;3;6;2;0;3;2;13;2;9;18;1;7;12;7;7;5;3;3;10
885;Marssonina_brunnea_f._sp._'multigermtubi';COX1;cytochrome oxidase subunit 1;10;3;7;3;0;2;3;14;1;11;24;1;4;12;7;9;6;4;3;5
886;Yarrowia_deformans;COX1;cox1-ai3 gene product;16;3;8;2;0;2;2;10;2;8;16;1;9;12;4;8;11;3;2;8
887;Bipolaris_sorokiniana;COX1;cytochrome c oxidase subunit 1;7;3;6;2;0;1;1;18;3;11;21;1;5;9;9;10;6;2;2;5
888;Yarrowia_galli;COX1;cox1-ai1 gene product;15;3;8;2;0;2;2;10;2;9;16;1;9;13;4;7;11;3;2;9
889;Trichosporon_asahii_var._asahii_CBS_2479;COX1;hypothetical protein A1Q1_00010;11;5;6;2;0;3;2;13;2;11;20;1;5;8;6;6;7;3;3;11
890;Millerozyma_farinosa;COX1;endonuclease;11;3;9;2;3;1;2;13;4;6;7;1;19;10;4;8;9;3;3;8
891;Synchytrium_microbalum;COX1;cytochrome-c oxidase;8;2;4;2;0;2;1;10;2;11;13;0;7;7;5;7;2;2;3;8
892;Hyphopichia_burtonii_NRRL_Y-1933;COX1;cytochrome c oxidase subunit I-like protein;12;4;12;4;0;2;3;14;4;17;21;0;10;15;4;8;9;0;4;13
893;Kluyveromyces_marxianus;COX1;probable intron-encoded endonuclease aI5 (mitochondrion);8;3;5;3;0;2;1;7;4;7;20;0;4;10;6;10;8;1;2;7
894;Starmerella_bacillaris;COX1;cox1-i1a protein;7;2;9;2;2;4;3;9;2;3;23;0;13;8;7;13;5;4;3;10
895;Penicilliopsis_zonata_CBS_506.65;COX1;hypothetical protein ASPZODRAFT_78117, partial;8;2;5;3;0;2;1;11;1;8;15;3;5;7;5;6;4;0;4;4
896;Trichoderma_harzianum_CBS_226.95;COX1;hypothetical protein M431DRAFT_502100;6;2;5;2;0;1;0;10;3;8;13;2;7;8;6;7;4;0;0;4
897;Bipolaris_zeicola_26-R-13;COX1;hypothetical protein COCCADRAFT_42081;4;3;6;2;0;1;1;16;3;10;20;1;5;8;7;9;3;0;1;4
898;Leptosphaeria_maculans_JN3;COX1;hypothetical protein LEMA_P124240.1;5;1;5;2;0;0;1;15;1;8;15;0;6;8;6;6;1;0;1;4
899;Coccocarpia_palmicola;COX1;LAGLIDADG homing endonuclease-like protein;9;3;3;2;0;2;2;8;1;10;10;2;5;5;2;6;2;2;3;4
900;Bipolaris_maydis_ATCC_48331;COX1;hypothetical protein COCC4DRAFT_121055, partial;8;1;3;2;0;2;1;8;1;11;9;1;3;5;2;5;2;0;4;4
901;Kluyveromyces_marxianus;COX1;cytochrome c oxidase subunit 1;3;0;1;2;0;0;2;6;4;8;8;3;4;3;3;7;2;1;4;10
902;Kluyveromyces_thermotolerans;COX1;putative DNA endonuclease;9;2;5;1;1;3;1;9;2;8;10;1;4;7;2;2;2;1;3;6
903;Agaricus_bisporus_var._burnettii_JB137-S8;COX1;hypothetical protein AGABI1DRAFT_48343;5;1;4;1;1;1;0;6;3;6;10;0;2;4;3;9;4;1;1;3
904;Saccharomyces_cerevisiae_S288C;COX1;intron-encoded DNA endonuclease aI3;9;2;4;1;0;3;1;8;2;6;12;1;5;6;2;5;2;1;3;6
905;Botrytis_fragariae;COX1;putative cytochrome c oxidase subunit;4;1;4;1;0;0;1;9;0;4;11;0;2;6;6;3;1;1;0;1
906;Botrytis_fragariae;COX1;putative cytochrome c oxidase subunit;8;2;7;3;0;3;1;11;4;7;17;5;1;8;2;13;6;0;5;5
907;Alternaria_arborescens;COX1;hypothetical protein AA0111_g12849;2;1;4;1;0;0;1;12;0;6;11;0;4;7;5;2;1;0;1;3
908;Yarrowia_lipolytica;COX1;COX1-i2 protein;10;2;4;1;0;2;1;7;2;8;9;1;3;10;2;4;5;1;1;5
909;Candida_frijolesensis;COX1;orf1;5;2;3;1;1;1;1;7;3;9;8;1;7;7;3;5;3;1;2;6
910;Yarrowia_deformans;COX1;cox1-ai2 gene product;10;2;5;1;0;1;1;6;2;7;8;1;4;10;2;4;6;1;1;5
911;Bipolaris_sorokiniana;COX1;LAGLIDADG endonuclease;1;1;2;2;0;1;2;5;2;2;3;0;1;6;2;1;3;1;1;3
912;Millerozyma_farinosa;COX1;endonuclease;7;2;5;1;0;1;1;8;4;3;3;1;14;6;1;6;6;1;3;4
913;Rhizophagus_irregularis_DAOM_181602=DAOM_197198;COX1;cytochrome c oxidase;5;3;2;3;0;0;1;5;5;7;6;4;5;7;3;7;3;2;3;7
914;Bipolaris_oryzae_ATCC_44560;COX1;hypothetical protein COCMIDRAFT_42642, partial;7;1;3;2;0;2;1;5;1;10;8;1;2;4;1;5;2;0;4;4
915;Penicilliopsis_zonata_CBS_506.65;COX1;hypothetical protein ASPZODRAFT_2112732, partial;3;2;2;1;0;1;0;6;3;6;10;1;2;3;4;8;2;0;1;1
916;Bipolaris_sorokiniana;COX1;LAGLIDADG endonuclease, partial;7;2;3;2;0;2;3;5;1;11;9;2;3;7;1;5;2;2;5;4
917;Bipolaris_cookei;COX1;LAGLIDADG endonuclease;3;0;2;2;1;0;1;7;2;8;7;3;4;4;1;6;4;1;4;7
918;Monilinia_laxa;COX1;LAGLIDADG endonuclease;8;3;3;3;0;1;2;6;2;6;15;1;2;7;3;4;6;1;2;7
919;Cladonia_rangiferina;COX1;GIY-YIG homing endonuclease-like protein;6;1;0;0;1;1;0;6;0;4;6;1;2;8;2;2;7;1;2;3
920;Bipolaris_cookei;COX1;GIY-YIG endonuclease;6;1;0;0;1;0;0;6;1;6;7;1;1;7;2;5;6;1;2;2
921;Yarrowia_lipolytica;COX1;COX1-i1 protein;9;2;4;1;0;1;1;4;2;8;8;1;2;9;1;4;5;1;1;4
922;Hyphopichia_burtonii_NRRL_Y-1933;COX1;COX1-domain-containing protein, partial;1;0;0;0;0;0;2;7;2;9;5;2;2;3;3;4;1;0;3;3
923;Postia_placenta_MAD-698-R-SB12;COX1;hypothetical protein POSPLADRAFT_1161135, partial;4;1;2;1;0;3;2;5;1;7;8;1;1;4;1;5;4;1;1;4
924;Aplosporella_prunicola_CBS_121167;COX1;uncharacterized protein K452DRAFT_240036, partial;2;0;2;0;0;0;1;6;1;9;3;1;3;5;2;5;2;0;3;6
925;Saccharomyces_pastorianus_Weihenstephan_34/70;COX1;reverse transcriptase;9;2;3;1;0;4;1;5;1;5;10;1;4;4;1;4;2;1;3;5
926;Wickerhamiella_sorbophila;COX1;Cytochrome c oxidase subunit 1;5;1;1;2;0;0;0;7;1;4;8;0;1;6;0;2;6;0;2;3
927;Saccharomyces_cerevisiae_S288C;COX1;intron-encoded reverse transcriptase aI2;8;2;3;1;0;3;1;5;2;5;10;1;4;4;1;5;2;1;3;5
928;Yarrowia_deformans;COX1;cox1-ai1 gene product;9;2;5;1;0;1;1;3;2;7;7;1;3;9;1;4;6;1;1;4
929;Aplosporella_prunicola_CBS_121167;COX1;uncharacterized protein K452DRAFT_240020;3;0;0;0;1;0;0;6;1;6;6;1;2;5;2;4;5;1;1;2
930;Moniliophthora_roreri;COX1;intronic ORF at intron 5 of cox1;3;0;2;0;0;1;1;8;2;1;7;3;3;10;2;0;3;2;2;4
931;Agaricus_bisporus_var._burnettii_JB137-S8;COX1;hypothetical protein AGABI1DRAFT_48680;1;1;2;3;0;1;0;3;1;1;4;0;1;4;2;1;2;0;1;0
932;Bipolaris_cookei;COX1;LAGLIDADG endonuclease;1;3;2;3;0;1;2;4;1;5;6;1;2;6;1;5;4;0;2;3
933;Agaricus_bisporus_var._burnettii_JB137-S8;COX1;hypothetical protein AGABI1DRAFT_48867;6;2;7;3;0;2;4;4;1;8;5;1;1;8;7;13;4;3;4;6
934;Babjeviella_inositovora_NRRL_Y-12698;COX1;uncharacterized protein BABINDRAFT_169586;4;1;1;3;0;0;3;7;3;9;5;2;2;5;3;5;2;0;2;6
935;Ophiocordycipitaceae_sp.;COX1;LAGLIDADG endonuclease;3;0;1;2;0;0;0;4;1;4;5;1;4;6;1;4;3;0;0;4
936;Meyerozyma_guilliermondii_ATCC_6260;COX1;hypothetical protein PGUG_05916;5;1;4;0;0;2;1;7;2;7;3;0;5;5;1;5;2;0;1;5
937;Tuber_melanosporum_Mel28;COX1;hypothetical protein;3;1;2;2;1;1;0;5;2;7;6;0;0;2;0;7;0;0;0;1
938;Monilinia_laxa;COX1;LAGLIDADG endonuclease;3;0;2;1;1;2;0;5;2;3;6;0;0;1;3;7;0;0;3;2
939;Sclerotinia_sclerotiorum_1980_UF-70;COX1;laglidadg endonuclease;2;2;2;3;0;1;2;3;1;2;4;0;1;6;1;2;2;0;3;2
940;Saccharomyces_cerevisiae_S288C;COX1;intron-encoded reverse transcriptase aI1;7;2;3;1;0;3;1;4;1;4;8;1;3;3;1;5;2;1;3;1
941;Tuber_melanosporum_Mel28;COX1;hypothetical protein;3;1;3;1;0;3;1;3;1;8;6;3;2;4;1;5;3;0;2;3
942;Bipolaris_cookei;COX1;GIY-YIG endonuclease;3;0;1;1;0;0;0;4;3;2;7;2;1;6;1;3;1;3;4;4
943;Bipolaris_cookei;COX1;GIY-YIG endonuclease;2;0;1;1;0;1;0;5;2;3;6;0;2;1;1;7;0;0;0;2
944;Amanita_muscaria;COX2;cytochrome c oxidase subunit 2;11;5;4;13;4;7;9;17;7;19;25;5;3;15;11;18;14;5;11;22
945;Amanita_basii;COX2;cytochrome c oxidase subunit 2;13;5;4;13;4;7;9;16;7;19;27;5;2;16;11;17;15;5;11;19
946;Volvariella_volvacea;COX2;cytochrome c oxidase subunit 2;12;5;4;13;3;6;8;15;7;21;25;5;3;14;11;18;13;5;12;20
947;Jaminaea_angkorensis;COX2;cytochrome c oxidase subunit II;10;5;7;14;4;7;15;15;7;22;19;5;5;13;9;15;11;3;11;23
948;Amanita_bisporigera;COX2;cytochrome c oxidase subunit 2;14;6;4;14;4;7;8;16;7;21;25;5;3;15;10;18;12;5;11;20
949;Tricholoma_flavovirens;COX2;cytochrome c oxidase subunit 2;12;5;5;12;5;7;9;15;7;21;24;5;3;15;11;17;12;6;12;22
950;Pleurotus_ostreatus;COX2;cytochrome c oxidase subunit 2;13;6;6;10;5;6;8;15;7;20;25;5;3;13;10;13;13;5;12;19
951;Amanita_inopinata;COX2;cytochrome c oxidase subunit 2;13;6;4;13;3;7;9;16;7;22;27;5;3;15;11;19;12;5;11;17
952;Tricholoma_saponaceum;COX2;cytochrome c oxidase subunit 2;12;5;6;12;5;7;9;15;7;20;25;5;4;15;11;17;11;6;12;21
953;Amanita_phalloides;COX2;cytochrome c oxidase subunit 2;14;6;4;13;4;7;9;16;8;23;24;4;3;16;9;19;12;5;11;18
954;Tricholoma_matsutake;COX2;cytochrome c oxidase subunit 2;11;5;8;12;5;7;9;16;7;21;24;4;4;15;11;17;11;6;11;21
955;Microbotryum_cf._violaceum_BFL-2013;COX2;cytochrome c oxidase subunit 2;9;5;4;13;2;8;13;15;8;24;18;6;6;15;9;17;10;4;10;27
956;Tricholoma_bakamatsutake;COX2;cytochrome c oxidase subunit 2;11;5;7;12;5;7;9;16;7;21;24;4;4;17;11;17;11;6;10;21
957;Amanita_brunnescens;COX2;cytochrome c oxidase subunit 2;13;5;5;13;3;7;9;15;7;21;24;5;3;13;10;19;14;5;11;23
958;Tricholoma_terreum;COX2;cytochrome c oxidase subunit 2;11;5;5;12;5;7;9;15;7;21;25;5;4;15;11;17;12;6;12;21
959;Amanita_thiersii;COX2;cytochrome c oxidase subunit 2;14;6;5;13;3;7;9;15;7;20;26;4;3;15;10;19;12;5;11;21
960;Pleurotus_eryngii;COX2;cytochrome c oxidase subunit 2;14;5;5;14;4;7;8;15;7;21;25;6;3;15;10;15;15;5;11;20
961;Microbotryum_lychnidis-dioicae;COX2;cytochrome c oxidase subunit 2;10;5;4;13;2;8;13;15;8;26;18;7;6;15;9;17;9;4;11;25
962;Phycomyces_blakesleeanus;COX2;cytochrome c oxidase subunit 2;11;5;7;11;2;8;17;16;8;21;23;6;5;13;9;17;8;4;11;23
963;Lyophyllum_decastes;COX2;cytochrome c oxidase subunit 2;11;5;5;12;4;7;9;15;7;24;23;5;3;14;11;18;11;5;12;19
964;Flammulina_velutipes;COX2;cytochrome c oxidase subunit 2;12;6;7;13;4;6;12;16;8;24;23;4;3;15;12;18;8;6;11;21
965;Russula_subnigricans;COX2;cytochrome c oxidase subunit 2;12;5;6;10;4;8;12;16;7;32;20;5;2;13;11;18;10;6;11;20
966;Colletotrichum_graminicola_M1.001;COX2;cytochrome c oxidase subunit II COX2;11;6;7;12;3;6;17;12;8;26;22;4;6;13;12;20;8;5;13;17
967;Lactifluus_hygrophoroides;COX2;cytochrome c oxidase subunit 2;10;5;6;10;4;7;12;16;7;28;20;5;3;13;10;17;13;5;11;21
968;Hericium_coralloides;COX2;cytochrome c oxidase subunit 2;11;5;6;12;4;8;10;15;7;24;22;5;3;12;11;20;11;6;12;23
969;Colletotrichum_salicis;COX2;Cox2;12;6;7;12;3;6;17;12;8;25;22;4;6;13;12;19;8;5;13;18
970;Russula_foetens;COX2;cytochrome c oxidase subunit 2;10;5;5;10;4;7;12;16;7;31;20;6;2;13;10;18;11;5;11;20
971;Amanita_pseudoporphyria;COX2;cytochrome c oxidase subunit 2;11;6;4;13;4;7;9;17;7;21;24;5;3;15;12;17;14;5;11;20
972;Russula_compacta;COX2;cytochrome c oxidase subunit 2;10;5;6;10;4;7;12;16;7;30;21;5;2;12;10;17;12;5;11;21
973;Rhizopus_oryzae;COX2;cytochrome c oxidase subunit 2;12;5;7;12;2;8;16;16;8;21;21;6;4;12;9;15;9;5;12;25
974;Tilletia_indica;COX2;cytochrome c oxidase subunit II;10;4;8;12;4;7;15;15;7;26;18;6;4;12;9;16;10;5;10;22
975;Lactarius_volemus;COX2;cytochrome c oxidase subunit 2;11;5;7;10;4;8;12;16;7;29;20;5;3;13;11;17;12;6;11;20
976;Colletotrichum_lindemuthianum;COX2;cytochrome oxidase subunit 2;11;6;7;11;3;7;17;12;8;25;22;4;6;12;12;20;8;5;14;18
977;Desarmillaria_tabescens;COX2;Cox2;14;6;7;13;4;6;12;14;7;25;24;4;3;14;11;18;10;6;12;19
978;Absidia_glauca;COX2;cytochrome c oxidase subunit 2;12;5;7;11;2;8;17;15;8;20;23;6;4;11;9;16;9;4;11;27
979;Asterophora_parasitica;COX2;cytochrome c oxidase subunit 2;12;5;5;12;4;8;9;15;7;23;23;5;3;15;12;17;12;6;11;20
980;Lactarius_piperatus;COX2;cytochrome c oxidase subunit 2;11;5;6;10;4;8;12;16;7;33;20;5;3;13;11;17;12;6;11;17
981;Pneumocystis_carinii;COX2;cytochrome c oxidase subunit 2;9;7;4;13;2;9;14;13;7;18;25;6;3;11;10;19;11;4;12;23
982;Macrolepiota_fuliginosa;COX2;cytochrome c oxidase subunit 2;12;5;4;13;3;7;9;15;7;21;27;5;4;15;11;16;15;6;10;19
983;Lichtheimia_hongkongensis;COX2;cytochrome c oxidase subunit 2;12;5;7;13;2;8;15;16;8;21;21;6;5;13;9;14;10;5;11;24
984;Ustilago_maydis;COX2;cytochrome c oxidase subunit 2;12;5;7;13;3;8;15;15;6;22;20;5;5;13;9;16;10;4;9;23
985;Trametes_hirsuta;COX2;cytochrome c oxidase subunit 2;11;5;7;11;3;7;10;16;7;26;22;5;3;12;10;18;12;4;12;22
986;Lactarius_hatsudake;COX2;cytochrome c oxidase subunit 2;10;5;7;10;4;7;12;16;7;32;20;5;2;12;10;17;12;5;12;18
987;Lyophyllum_shimeji;COX2;cytochrome c oxidase subunit 2;13;5;6;12;4;7;10;15;7;23;23;4;3;15;12;15;12;6;12;20
988;Russula_abietina;COX2;cytochrome c oxidase subunit 2;10;5;6;10;4;6;12;16;7;32;20;5;3;13;10;18;11;5;11;18
989;Malassezia_restricta;COX2;cytochrome c oxidase subunit 2;13;4;8;12;3;7;18;14;7;22;22;6;5;13;11;19;10;4;11;17
990;Pleurotus_citrinopileatus;COX2;cytochrome c oxidase subunit 2;14;5;5;14;3;7;8;15;7;22;25;6;3;15;10;16;15;5;11;19
991;Russula_lepida;COX2;cytochrome c oxidase subunit 2;10;5;6;11;4;7;11;16;7;32;20;5;2;13;10;18;10;5;11;20
992;Moniliophthora_roreri;COX2;cytochrome c oxidase subunit 2;13;4;5;13;4;7;9;14;7;21;25;7;3;15;11;17;12;6;11;20
993;Podila_verticillata;COX2;cytochrome c oxidase subunit 2;13;6;6;14;2;7;13;15;5;23;22;6;5;16;12;16;12;5;9;23
994;Russula_griseocarnosa;COX2;cytochrome c oxidase subunit 2;10;5;6;11;4;7;11;16;7;33;20;5;2;13;10;18;11;5;11;18
995;Lactarius_deliciosus;COX2;cytochrome c oxidase subunit 2;10;5;7;10;4;7;12;16;7;30;21;5;2;12;10;17;12;5;12;19
996;Russula_virescens;COX2;cytochrome c oxidase subunit 2;10;5;6;11;4;7;11;16;7;29;20;5;2;13;10;18;11;5;11;22
997;Coprinopsis_cinerea_okayama7;COX2;cytochrome c oxidase subunit 2;13;5;5;13;3;6;9;15;7;20;22;5;4;16;11;13;14;5;12;22
998;Trametes_cingulata;COX2;cytochrome oxidse subunit 2;11;5;7;11;3;7;10;16;7;29;21;5;3;13;10;18;12;4;12;19
999;Colletotrichum_acutatum;COX2;cytochrome c oxidase subunit II;12;6;7;12;3;6;17;12;8;25;22;4;6;13;11;20;8;5;13;18
1000;Paxillus_involutus;COX2;cytochrome c oxidase subunit 2;10;5;6;10;4;8;11;15;7;25;22;4;4;12;10;19;15;5;13;18
1001;Rhizopogon_salebrosus;COX2;cytochrome c oxidase subunit 2;11;5;8;10;4;7;11;15;7;24;22;4;4;11;10;17;15;5;12;21
1002;Gigaspora_margarita;COX2;cytochrome c oxidase subunit 2;10;7;10;15;3;11;14;15;7;21;29;4;5;13;11;17;6;7;11;26
1003;Omphalotus_japonicus;COX2;cytochrome c oxidase subunit 2;12;4;7;11;4;7;10;15;6;24;25;6;3;15;11;17;11;6;12;18
1004;Hypsizygus_marmoreus;COX2;cytochrome c oxidase subunit 2;9;5;6;12;6;6;9;16;7;23;24;5;3;14;12;18;12;5;12;21
1005;Ganoderma_sinense;COX2;cytochrome c oxidase subunit 2;12;5;9;12;3;7;9;15;7;25;22;4;3;13;10;16;13;4;12;22
1006;Paxillus_rubicundulus;COX2;cytochrome c oxidase subunit 2;10;5;6;10;4;8;11;15;8;26;22;4;4;12;10;19;15;5;12;17
1007;Parengyodontium_album;COX2;cytochrome oxidase subunit II;11;5;8;13;4;6;11;13;7;25;23;5;6;11;11;20;6;6;12;17
1008;Tephrocybe_rancida;COX2;cytochrome c oxidase subunit 2;11;5;6;12;4;8;8;15;7;24;23;5;3;14;12;17;12;6;12;19
1009;Tricholomella_constricta;COX2;cytochrome c oxidase subunit 2;11;5;5;12;4;8;9;16;7;22;25;5;3;13;12;17;12;6;12;20
1010;Rhizophagus_fasciculatus;COX2;cytochrome c oxidase subunit 2;8;7;9;13;2;7;13;17;8;24;27;5;5;10;10;14;12;4;10;20
1011;Parasitella_parasitica;COX2;cytochrome c oxidase subunit 2;12;5;7;13;2;8;15;16;8;21;21;6;5;12;9;14;10;5;11;25
1012;Gigaspora_rosea;COX2;cytochrome c oxidase subunit 2;9;7;8;14;3;10;14;15;7;20;27;5;5;12;10;15;6;6;11;25
1013;Ganoderma_meredithae;COX2;cytochrome c oxidase subunit 2;11;6;9;11;3;7;10;15;7;26;18;4;3;14;10;17;12;4;12;24
1014;Ganoderma_lucidum;COX2;cytochrome c oxidase subunit 2;11;5;9;11;3;7;10;15;7;26;20;4;3;14;10;17;13;4;12;22
1015;Rhizophagus_irregularis;COX2;cytochrome c oxidase subunit 2;8;7;9;13;2;7;13;17;8;24;27;5;5;10;10;14;12;4;10;20
1016;Metschnikowia_kamakouana;COX2;Cox2;11;5;7;11;4;8;15;11;6;11;28;9;16;11;10;13;10;3;13;20
1017;Armillaria_sinapina;COX2;cytochrome c oxidase subunit 2;14;6;7;13;4;6;12;14;7;25;24;4;3;14;11;18;10;6;11;20
